NO,Season,NumGame,Team,Result,Rank,1Q,2Q,3Q,4Q,TotScore,2ptS,2ptA,2ptRatio,3ptS,3ptA,3ptRatio,FTS,FTA,FTRatio,RB,AS,ST,BL,FO,FB,TO,PPS,GD,FBP,POT,SCP,BP,MCP,MLM,TL,OFFRTG,DEFRTG,NETRTG,EFGRatio,TSRatio,ASTRatio,ASTTO,ASTRat,OREBRatio,DREBRatio,REBRatio,PACE,TOVRatio,POSS
1047,1819,254,Goyang,win,5,16,21,30,17,84,20,43,46.5,11,23,47.8,9,10,90,30,18,6,1,18,7,9,14,0,15,18,6,12,11,18,2376,122.1,137,-15,52.1,56.5,58.1,4.5,17.4,25,75,45.6,73.9,4.7,73.9
1048,1819,254,Daegu,lose,2,14,21,16,12,63,19,34,55.9,7,26,26.9,10,16,62.5,32,17,7,3,16,6,11,13,0,11,16,12,24,13,0,0,137,122.1,15,68.7,70.4,72.5,3.2,26.1,25,75,54.4,73.9,11,73.9
1049,1819,255,Anyang,lose,7,17,21,25,29,92,26,49,53.1,6,23,26.1,14,19,73.7,49,11,14,0,26,8,13,23,2,16,18,21,43,8,21,2163,123.5,107.4,16.1,58.3,61.7,51.5,2.1,16.8,26.7,69.6,52.6,73.4,9.5,73.4
1050,1819,255,Wonju,win,8,30,18,31,24,103,16,34,47.1,6,30,20,13,23,56.5,32,12,9,2,23,5,19,13,1,7,6,10,32,7,1,72,107.4,123.5,-16.1,46.4,49.6,44.4,1.5,12.1,30.4,73.3,47.4,73.4,9.1,73.4
1051,1819,256,Daegu,win,2,22,27,26,19,94,17,44,38.6,14,29,48.3,16,19,84.2,31,18,5,1,17,5,4,15,1,12,17,15,34,9,1,33,136.2,131.6,4.6,61.4,65.6,58.3,1.8,18.2,42.9,74.2,57.6,78.9,12.7,78.9
1052,1819,256,Ulsan,lose,1,21,11,22,25,79,28,42,66.7,12,25,48,11,14,78.6,37,29,4,4,21,9,9,22,0,20,5,12,25,9,23,2323,131.6,136.2,-4.6,64.5,65.8,50,2.5,18.3,25.8,57.1,42.4,78.9,9,78.9
1053,1819,257,SK,win,9,27,32,25,24,108,22,43,51.2,11,23,47.8,17,23,73.9,40,17,7,2,17,6,8,19,1,13,11,15,32,15,30,2271,106.5,131.7,-25.3,51.3,52.6,47.1,1.6,15,28.2,67.5,48.1,76,11,76
1054,1819,257,Samsung,lose,10,28,34,27,18,107,17,35,48.6,10,34,29.4,15,24,62.5,36,12,4,6,16,2,8,11,1,5,13,13,18,7,1,113,131.7,106.5,25.3,57.7,58.2,68.4,8.7,22.6,32.5,71.8,51.9,76,3.4,76
1055,1819,258,Suwon,lose,6,27,22,23,13,85,22,38,57.9,14,32,43.8,22,28,78.6,38,21,5,2,20,4,12,19,2,9,8,23,24,7,5,439,100.2,109.7,-9.5,43.3,46.3,39.3,0.8,10.6,41.3,80,54.9,69.8,14,69.8
1056,1819,258,Busan,win,4,13,35,28,24,100,31,51,60.8,9,18,50,18,28,64.3,28,20,11,2,21,8,8,27,0,14,19,15,37,7,9,1798,109.7,100.2,9.5,59.3,59.1,59.4,1.9,20.4,20,58.7,45.1,69.8,13.5,69.8
1057,1819,259,Wonju,lose,8,16,19,21,18,74,24,51,47.1,10,25,40,7,11,63.6,38,16,2,0,17,4,10,15,0,9,8,13,25,12,20,1549,115.3,100.7,14.5,49,59.3,54.2,1,13.8,36.7,69.4,54.5,69.1,16,69.1
1058,1819,259,Ulsan,win,1,16,17,20,23,76,24,48,50,14,30,46.7,10,18,55.6,41,26,7,4,19,4,3,17,0,8,10,26,46,10,17,748,100.7,115.3,-14.5,46.8,51.1,52,1.1,13.6,30.6,63.3,45.5,69.1,14.5,69.1
1059,1819,260,Anyang,win,7,21,24,15,21,81,19,39,48.7,9,36,25,9,11,81.8,39,11,5,0,16,4,13,16,1,8,11,14,24,8,8,1023,114.6,114.8,-0.2,48.6,55.2,34.5,1.1,10,30.8,52.6,41.6,75.3,10,75.3
1060,1819,260,Goyang,lose,5,16,13,22,21,72,26,39,66.7,6,20,30,6,12,50,32,19,6,1,16,6,10,22,1,13,13,6,8,11,6,835,114.8,114.6,0.2,54.3,55.2,52.9,1.2,16,47.4,69.2,58.4,75.3,15.8,75.3
1061,1819,261,Changwon,win,3,25,12,30,22,89,21,34,61.8,3,18,16.7,30,37,81.1,36,13,7,4,19,4,13,20,0,9,17,17,10,8,18,2330,109.4,125.5,-16.1,53,56.8,44.8,1.1,12.8,25.7,62.9,44.3,76.2,13.6,76.2
1062,1819,261,Daegu,lose,2,17,23,26,22,88,16,34,47.1,9,29,31,13,17,76.5,30,13,5,1,28,4,12,15,1,9,14,7,40,8,0,0,125.5,109.4,16.1,60.8,61.9,65.8,2.1,21.8,37.1,74.3,55.7,76.2,13.4,76.2
1063,1819,262,Anyang,lose,7,19,23,30,15,87,18,40,45,11,31,35.5,20,22,90.9,32,10,10,3,25,5,9,16,0,10,21,13,30,10,15,1578,105.9,97.9,8,44.3,50,48.5,1.8,13.9,32.6,57.7,46.3,82.4,9.1,82.4
1064,1819,262,Samsung,win,10,31,27,23,15,96,26,47,55.3,8,23,34.8,12,22,54.5,45,18,5,6,20,2,15,23,1,4,12,19,26,9,5,518,97.9,105.9,-8,41.7,45.2,46.7,0.9,11.7,42.3,67.4,53.7,82.4,14.2,82.4
1065,1819,263,Suwon,win,6,13,24,23,17,90,17,35,48.6,12,31,38.7,17,24,70.8,31,13,6,1,14,5,12,14,1,10,14,14,53,8,0,0,103.9,88.4,15.5,47.9,49.9,46.7,0.8,12.9,48.8,63,56.2,72.4,19.1,72.4
1066,1819,263,SK,lose,9,19,20,22,16,82,24,44,54.5,14,30,46.7,6,8,75,39,25,12,3,19,10,12,22,0,20,16,11,23,7,16,2380,88.4,103.9,-15.5,39.7,40.9,51.7,1.4,14.1,37,51.2,43.8,72.4,12,72.4
1067,1819,264,Suwon,lose,6,17,16,14,13,60,21,44,47.7,9,33,27.3,10,16,62.5,36,15,6,2,12,2,10,17,0,4,13,15,34,8,8,591,96,126.2,-30.2,45.2,50.1,50,1.2,13.7,22.2,56.4,40,72.5,13.4,72.5
1068,1819,264,Busan,win,4,12,24,26,15,77,24,45,53.3,4,19,21.1,26,38,68.4,42,13,5,3,18,7,13,22,1,12,5,13,21,10,18,2133,98.7,114.4,-15.7,44.8,47,50,1.5,13.8,31.1,59.5,43.9,76.9,10.6,76.9
1069,1819,265,Changwon,win,3,12,28,18,31,93,26,51,51,11,25,44,9,17,52.9,45,23,8,2,20,10,8,24,0,23,17,12,34,15,24,2351,123.9,102.3,21.6,64.9,65.8,60,2.3,22.6,23.3,68.3,49.3,83.2,13,83.2
1070,1819,265,Suwon,lose,6,16,13,27,26,82,19,34,55.9,11,28,39.3,11,16,68.8,42,19,6,3,13,7,13,19,1,14,7,6,42,12,22,2255,113.5,108.1,5.4,55.4,56.8,54.3,2.1,16.9,24.3,82.8,50,81.4,9.6,81.4
1071,1819,266,Changwon,win,3,22,26,14,14,76,29,61,47.5,4,18,22.2,20,25,80,44,16,11,3,23,7,9,25,0,15,22,15,24,8,9,599,115.5,107.1,8.4,50,57,51.6,2,15.3,24.3,72.5,49.4,78.1,9,78.1
1072,1819,266,Busan,lose,4,16,10,19,21,66,25,58,43.1,5,20,25,17,29,58.6,51,14,5,6,22,7,15,16,1,14,14,18,27,9,10,1878,107.1,115.5,-8.4,47.9,51.6,43.8,1.8,13.3,27.5,75.7,50.6,78.1,8.8,78.1
1073,1819,267,Ulsan,win,1,15,24,29,24,92,23,38,60.5,7,32,21.9,9,14,64.3,50,14,8,1,10,5,18,20,0,10,8,16,44,13,24,2198,102.9,95.6,7.3,47.1,48.6,56.8,4.2,18,22.7,78.6,50,80.3,5.2,80.3
1074,1819,267,Samsung,lose,10,27,25,20,14,86,25,52,48.1,4,26,15.4,4,6,66.7,39,15,9,2,12,3,11,21,0,6,9,17,22,7,3,138,95.6,102.9,-7.3,47.4,47.8,46.7,1.6,13.7,21.4,77.3,50,80.3,10.2,80.3
1075,1819,268,Anyang,win,7,14,31,28,15,88,22,40,55,9,31,29,21,22,95.5,38,16,3,5,22,0,8,15,1,0,10,13,43,10,7,394,98.8,123.1,-24.3,53.4,56.9,50,0.9,14,14.3,61.3,39,72.1,17.5,72.1
1076,1819,268,SK,lose,9,27,17,14,18,76,28,45,62.2,4,26,15.4,18,28,64.3,39,14,6,2,20,13,8,26,1,24,10,18,18,11,16,1748,123.1,98.8,24.3,57.6,59.9,51.4,1.8,17.7,38.7,85.7,61,72.1,12,72.1
1077,1819,269,Wonju,lose,8,18,23,18,16,75,29,44,65.9,8,43,18.6,6,8,75,43,21,5,3,12,7,5,25,0,16,10,13,52,12,20,1233,110.7,103.5,7.1,54.9,55.3,75,2,21.1,29.3,68.6,47.4,75.5,13.4,75.5
1078,1819,269,Changwon,win,3,21,18,26,23,88,18,47,38.3,12,29,41.4,4,8,50,43,14,4,0,14,5,9,11,0,9,0,12,40,12,15,1079,103.5,110.7,-7.1,50,51.1,33.3,1.1,11.1,31.4,70.7,52.6,75.5,11.3,75.5
1079,1819,270,Daegu,win,2,22,19,24,21,86,16,36,44.4,10,22,45.5,13,18,72.2,23,13,6,4,21,5,14,8,2,8,17,4,35,12,8,678,112.3,88.6,23.7,57.3,59.4,63.3,1.5,18.8,29,76.7,56.8,72.1,15.8,72.1
1080,1819,270,Busan,lose,4,20,19,20,21,80,29,49,59.2,6,17,35.3,12,17,70.6,36,18,9,2,19,4,10,28,2,7,19,14,15,11,17,1591,88.6,112.3,-23.7,41.7,43.7,76.9,2.2,19.1,23.3,71,43.2,72.1,10.6,72.1
1081,1920,1,Ulsan,lose,8,14,16,28,23,81,23,44,52.3,7,30,23.3,14,16,87.5,42,17,3,4,15,4,10,17,0,10,7,16,30,6,6,259,105.1,114.5,-9.4,45.3,50,56.7,1.7,15.7,36.8,68.3,53.2,73.6,11,73.6
1082,1920,1,Daegu,win,5,25,20,18,25,88,27,58,46.6,9,23,39.1,7,11,63.6,37,24,8,0,17,6,4,21,2,13,16,19,49,13,15,2121,114.5,105.1,9.4,50,51.3,66.7,6,21.1,31.7,63.2,46.8,73.6,4.5,73.6
1083,1920,2,Busan,win,4,26,16,26,17,99,24,49,49,13,30,43.3,12,19,63.2,49,19,5,2,19,4,11,21,1,8,10,22,50,8,7,1159,124.7,114.1,10.7,55.1,56.7,51.4,1.7,16.2,43.2,81.1,60.5,80.3,11.2,80.3
1084,1920,2,SK,lose,1,23,19,26,17,96,30,57,52.6,9,22,40.9,9,14,64.3,32,18,7,2,20,10,6,27,1,18,14,14,27,9,11,1082,114.1,124.7,-10.7,55.1,56.4,46.2,3,16.5,18.9,56.8,39.5,80.3,6.6,80.3
1085,1920,3,Changwon,lose,9,20,16,21,16,82,23,58,39.7,6,21,28.6,18,29,62.1,59,18,3,6,18,2,14,19,2,5,2,19,43,7,12,1620,99.1,104.7,-5.7,40.5,44.7,62.1,1.3,14.5,46,78.3,61.5,79,13.2,79
1086,1920,3,Samsung,win,7,14,18,23,18,83,16,43,37.2,12,30,40,15,21,71.4,37,21,11,3,25,6,7,13,0,12,15,10,25,8,5,913,104.7,99.1,5.7,46.6,50.5,75,3,19,21.7,54,38.5,79,7.8,79
1087,1920,4,Goyang,lose,10,12,16,20,23,71,17,31,54.8,4,31,12.9,25,32,78.1,33,10,9,5,15,4,8,14,2,7,11,10,33,9,0,0,95.8,100.8,-5,37.1,46.7,47.6,1.3,10.6,22.7,65.7,41.8,71.4,9.5,71.4
1088,1920,4,Anyang,win,3,15,24,22,12,73,19,45,42.2,10,22,45.5,5,10,50,46,20,6,2,26,5,13,17,0,10,13,8,23,12,16,2356,100.8,95.8,5,50.7,51.1,69,1.5,19.2,34.3,77.3,58.2,71.4,15.4,71.4
1089,1920,5,Suwon,lose,6,18,21,24,17,80,19,36,52.8,11,31,35.5,9,20,45,31,17,8,2,19,2,14,15,0,4,11,14,38,12,6,373,104.2,119.8,-15.6,53,52.8,56.7,1.2,15.9,35.1,66.7,48.4,73.1,15.6,73.1
1090,1920,5,SK,win,1,23,14,32,19,88,25,48,52.1,8,15,53.3,14,17,82.4,33,19,9,2,22,6,12,23,2,12,15,11,30,7,13,1813,119.8,104.2,15.6,58.7,62.4,57.6,1.6,18.7,33.3,64.9,51.6,73.1,14.5,73.1
1091,1920,6,Wonju,win,2,23,22,22,19,86,22,39,56.4,9,27,33.3,15,24,62.5,43,23,5,4,24,5,17,17,2,11,13,11,25,16,13,1680,101.7,96.5,5.2,53.8,56.2,74.2,1.4,19.7,25.7,87.2,58.1,83.2,18.2,83.2
1092,1920,6,Busan,lose,4,23,24,11,24,82,20,46,43.5,9,24,37.5,15,25,60,31,22,11,2,23,7,9,14,2,13,20,3,19,10,5,339,96.5,101.7,-5.2,47.9,50.6,75.9,2.4,19.6,12.8,74.3,41.9,83.2,10,83.2
1093,1920,7,Daegu,win,5,16,24,19,20,79,24,41,58.5,8,30,26.7,7,11,63.6,30,12,8,7,18,8,8,20,3,16,17,15,38,10,11,1479,104.2,104.7,-0.6,50.7,52.1,37.5,1.5,12.5,20.5,62.9,40.5,73.9,9.5,73.9
1094,1920,7,Samsung,lose,7,19,14,21,24,78,25,45,55.6,5,20,25,13,17,76.5,44,15,5,3,17,5,15,23,0,12,9,6,48,9,7,841,104.7,104.2,0.6,50,53.8,50,1,14.6,37.1,79.5,59.5,73.9,17.1,73.9
1095,1920,8,Anyang,win,3,18,22,22,20,82,31,53,58.5,3,15,20,11,18,61.1,38,19,8,5,17,6,8,23,3,11,19,19,24,9,21,2139,117.3,103,14.3,52.2,54,55.9,2.4,18.5,37.8,61.5,50,70.1,9.5,70.1
1096,1920,8,Changwon,lose,9,13,12,22,27,74,19,35,54.3,10,32,31.3,6,11,54.5,38,14,4,2,21,0,15,14,2,0,3,24,40,8,3,79,103,117.3,-14.3,50.7,51.5,48.3,0.9,13.9,38.5,62.2,50,70.1,17.3,70.1
1097,1920,9,Daegu,win,5,26,17,21,18,82,21,38,55.3,11,29,37.9,7,11,63.6,39,23,6,2,14,5,8,18,0,10,9,24,34,9,13,1914,126.5,114.1,12.3,56,57.1,71.9,2.9,22.4,45.5,66.7,56.5,62.4,10,62.4
1098,1920,9,Goyang,lose,10,20,21,18,14,73,18,41,43.9,10,24,41.7,7,9,77.8,30,17,3,0,14,1,7,11,1,3,8,11,18,10,3,296,114.1,126.5,-12.3,50.8,52.9,60.7,2.4,18.3,33.3,54.5,43.5,62.4,9.2,62.4
1099,1920,10,Anyang,lose,3,24,25,14,18,81,21,45,46.7,11,37,29.7,6,11,54.5,39,17,9,0,22,5,9,15,0,11,11,21,30,10,16,1590,100.2,107.9,-7.7,45.7,46.6,53.1,1.9,15.1,31.9,80,50.6,78.2,9.4,78.2
1100,1920,10,Wonju,win,2,22,21,23,20,86,19,34,55.9,10,26,38.5,18,22,81.8,38,20,3,4,18,5,16,17,2,12,11,13,26,12,8,762,107.9,100.2,7.7,56.7,61.7,69,1.3,18.9,20,68.1,49.4,78.2,18.7,78.2
1101,1920,11,Busan,win,4,21,20,28,23,92,25,46,54.3,6,14,42.9,24,30,80,38,23,8,3,17,6,10,22,0,13,7,10,51,8,18,1680,127.4,107.2,20.2,56.7,62.8,74.2,2.3,21.7,35.5,71.1,55.1,72,12,72
1102,1920,11,Samsung,lose,7,24,13,16,26,79,24,40,60,7,26,26.9,10,22,45.5,31,18,8,2,24,3,9,23,0,6,9,14,35,11,6,688,107.2,127.4,-20.2,52.3,52.2,58.1,2,17.5,28.9,64.5,44.9,72,10.6,72
1103,1920,12,Changwon,lose,9,19,12,28,17,76,19,40,47.5,9,30,30,11,15,73.3,31,17,3,3,21,4,9,15,0,9,8,7,10,8,0,0,101.9,137.9,-36.1,46.4,49.6,60.7,1.9,16.6,27.5,58.8,41.9,73,10.5,73
1104,1920,12,SK,win,1,25,24,28,28,105,33,60,55,7,16,43.8,18,23,78.3,43,18,7,5,18,8,4,27,0,16,14,22,33,11,31,2357,137.9,101.9,36.1,57.2,61,45,4.5,16.6,41.2,72.5,58.1,73,4.4,73
1105,1920,13,Goyang,lose,10,23,23,23,18,87,29,55,52.7,7,18,38.9,8,9,88.9,29,18,11,3,21,5,11,22,0,10,21,21,25,13,3,316,114.5,118.5,-4,54.1,56.5,50,1.6,17,40,58.6,49.2,73.1,12.5,73.1
1106,1920,13,Suwon,win,6,34,21,13,22,90,23,36,63.9,11,27,40.7,11,18,61.1,30,22,7,2,16,5,17,20,1,11,12,12,42,7,18,1972,118.5,114.5,4,62.7,63.5,64.7,1.3,20,41.4,60,50.8,73.1,19.3,73.1
1107,1920,14,Busan,win,4,23,19,22,17,81,23,40,57.5,7,24,29.2,14,22,63.6,32,20,8,3,16,2,7,14,4,4,21,12,35,21,31,2305,109.9,82.3,27.7,52.3,55,66.7,2.9,19.9,24.1,59.5,45.1,69.9,8.7,69.9
1108,1920,14,Changwon,lose,9,8,17,8,26,59,20,45,44.4,4,24,16.7,7,13,53.8,39,7,5,2,21,2,14,19,1,4,2,13,31,7,2,58,82.3,109.9,-27.7,37.7,39.5,29.2,0.5,7.3,40.5,75.9,54.9,69.9,15.8,69.9
1109,1920,15,Wonju,win,2,24,20,21,16,81,25,49,51,8,28,28.6,7,9,77.8,55,20,7,1,20,3,16,19,1,7,17,17,24,8,12,2313,100,91.1,8.9,48.1,50,60.6,1.3,17.1,36.4,78,58.5,79.4,16.5,79.4
1110,1920,15,SK,lose,1,19,19,23,12,73,20,52,38.5,7,21,33.3,12,23,52.2,39,12,10,5,17,7,8,14,0,11,11,7,13,7,0,0,91.1,100,-8.9,41.8,43.9,44.4,1.5,11.6,22,63.6,41.5,79.4,8.8,79.4
1111,1920,16,Goyang,win,10,13,14,25,17,69,25,47,53.2,5,13,38.5,4,5,80,33,14,8,1,16,4,12,19,0,9,12,8,35,10,10,881,102.7,89,13.6,54.2,55.5,46.7,1.2,15.9,24.1,68.4,49.3,66.9,16.2,66.9
1112,1920,16,Ulsan,lose,8,17,19,12,14,62,20,39,51.3,6,28,21.4,4,6,66.7,34,17,6,1,14,0,12,17,1,0,9,11,11,10,9,1243,89,102.7,-13.6,43.3,44.5,65.4,1.4,17.2,31.6,75.9,50.7,66.9,14.7,66.9
1113,1920,17,Suwon,win,6,25,21,30,19,95,27,45,60,9,24,37.5,14,17,82.4,34,22,5,10,20,5,15,26,1,10,15,19,52,12,11,1157,115.2,109.1,6.1,58.7,62.1,61.1,1.5,19.4,32.1,64.1,50.7,78.4,16.4,78.4
1114,1920,17,Samsung,lose,7,28,23,18,19,88,28,55,50.9,4,20,20,20,22,90.9,33,18,13,2,17,8,10,26,0,17,16,9,31,6,7,1043,109.1,115.2,-6.1,45.3,52,56.3,1.8,16,35.9,67.9,49.3,78.4,10.6,78.4
1115,1920,18,Changwon,lose,9,9,19,10,15,53,12,38,31.6,6,29,20.7,11,18,61.1,35,15,9,1,23,2,9,6,2,4,7,4,41,7,0,0,69.8,90.5,-20.7,31.3,35.4,83.3,1.7,15.2,20.5,81.8,48.6,73.2,10.7,73.2
1116,1920,18,Wonju,win,2,15,16,18,19,68,17,35,48.6,6,20,30,16,23,69.6,37,19,5,3,19,2,16,10,0,4,6,9,22,9,17,2272,90.5,69.8,20.7,47.3,52.2,82.6,1.2,19,18.2,79.5,51.4,73.2,19.7,73.2
1117,1920,19,Anyang,lose,3,19,22,18,11,70,22,48,45.8,6,21,28.6,8,12,66.7,38,16,3,4,17,4,11,17,1,9,4,10,19,6,2,245,93,105.3,-12.3,44.9,47.1,57.1,1.5,15.8,26.3,65.1,46.9,73.6,12.9,73.6
1118,1920,19,SK,win,1,24,17,22,18,81,21,53,39.6,8,22,36.4,15,18,83.3,43,17,8,2,17,5,9,15,0,9,5,18,53,7,11,1922,105.3,93,12.3,44,48.8,58.6,1.9,15.6,34.9,73.7,53.1,73.6,9.8,73.6
1119,1920,20,Ulsan,lose,8,22,20,16,12,70,20,38,52.6,7,26,26.9,9,15,60,45,18,2,1,13,5,10,15,0,10,2,24,4,15,12,1884,105.1,104.4,0.8,47.7,49.6,66.7,1.8,18.3,38.9,72.1,57,66,12.4,66
1120,1920,20,Samsung,win,7,12,22,16,21,71,26,50,52,3,19,15.8,10,16,62.5,34,18,8,2,18,3,4,19,0,6,15,11,18,8,5,371,104.4,105.1,-0.8,44.2,46.7,62.1,4.5,18.4,27.9,61.1,43,66,5,66
1121,1920,21,Suwon,lose,6,24,14,12,16,66,19,37,51.4,7,29,24.1,7,11,63.6,40,14,1,6,11,3,13,19,1,6,2,15,8,11,12,1635,90.6,105,-14.4,44.7,46.6,53.8,1.1,14.3,29.7,74.4,52.6,70.7,15.5,70.7
1122,1920,21,Daegu,win,5,14,18,23,21,76,30,56,53.6,3,18,16.7,7,10,70,36,16,9,1,15,9,4,25,1,18,17,10,41,11,10,590,105,90.6,14.4,46.6,48.5,48.5,4,16.3,25.6,70.3,47.4,70.7,4.9,70.7
1123,1920,22,Changwon,win,9,14,23,17,20,74,22,39,56.4,6,20,30,12,17,70.6,37,24,4,3,18,4,11,16,0,9,8,14,19,12,23,1712,111.3,93.6,17.7,52.5,55.7,85.7,2.2,23.6,35.5,61.9,50.7,63.6,14.2,63.6
1124,1920,22,Goyang,lose,10,11,21,9,20,61,17,45,37.8,5,22,22.7,12,14,85.7,36,9,7,2,19,3,8,11,0,6,12,18,25,7,3,297,93.6,111.3,-17.7,36.6,41.7,40.9,1.1,10,38.1,64.5,49.3,63.6,9.9,63.6
1125,1920,23,Suwon,win,6,28,23,14,20,85,23,41,56.1,9,27,33.3,12,18,66.7,30,12,15,6,14,8,10,20,1,17,29,8,24,12,19,2212,109.1,96.8,12.3,53.7,56,37.5,1.2,12.3,22.9,71,45.5,77.9,11.6,77.9
1126,1920,23,Busan,lose,4,16,22,20,21,79,26,51,51,6,15,40,9,15,60,36,18,8,4,17,3,18,24,0,7,13,10,50,12,2,91,96.8,109.1,-12.3,53,54.4,56.3,1,16.6,29,77.1,54.5,77.9,19.9,77.9
1127,1920,24,Anyang,lose,3,26,21,14,15,76,23,39,59,6,25,24,12,15,80,30,16,11,5,19,6,10,21,0,13,13,4,27,6,12,1478,100.5,100.1,0.4,50,53.8,55.2,1.6,16.6,15.6,65.8,42.9,74.5,12.4,74.5
1128,1920,24,Ulsan,win,8,17,29,15,16,77,15,39,38.5,13,28,46.4,8,18,44.4,40,20,9,3,15,5,15,13,0,11,17,14,30,8,6,743,100.1,100.5,-0.4,51.5,51.4,71.4,1.3,18.2,34.2,84.4,57.1,74.5,16.7,74.5
1129,1920,25,Daegu,lose,5,19,21,19,27,86,25,47,53.2,7,25,28,15,25,60,34,12,7,1,24,4,9,19,1,9,18,20,41,8,5,326,116.2,120,-3.8,49.3,51.8,37.5,1.3,11.5,42.9,69.6,52.3,72.9,9.8,72.9
1130,1920,25,Busan,win,4,23,27,15,25,90,27,43,62.8,7,15,46.7,15,25,60,31,18,5,2,24,1,13,25,1,2,15,12,48,11,14,1985,120,116.2,3.8,64.7,65.2,52.9,1.4,18,30.4,57.1,47.7,72.9,15.9,72.9
1131,1920,26,Goyang,lose,10,19,16,21,22,78,19,43,44.2,10,21,47.6,10,16,62.5,29,15,5,2,21,2,12,14,0,5,12,6,23,7,9,743,103.9,114.7,-10.7,53.1,54.9,51.7,1.3,15.3,23.5,70,45.3,73.7,14.5,73.7
1132,1920,26,SK,win,1,16,23,25,23,87,23,44,52.3,8,18,44.4,17,27,63,35,22,10,3,17,8,11,19,0,17,3,13,27,9,14,1525,114.7,103.9,10.7,56.5,58.9,71,2,20.6,30,76.5,54.7,73.7,13,73.7
1133,1920,27,Changwon,win,9,13,26,20,20,79,27,50,54,3,16,18.8,16,18,88.9,35,14,2,6,17,2,10,23,4,4,6,15,18,10,4,479,111.4,102.5,8.9,47.7,53.4,46.7,1.4,14.3,37.1,68.8,52.2,69.7,11.9,69.7
1134,1920,27,Suwon,lose,6,13,27,21,15,76,24,44,54.5,6,25,24,10,14,71.4,32,10,5,2,22,1,9,18,1,2,12,8,18,6,10,1222,102.5,111.4,-8.9,47.8,50.6,33.3,1.1,10.6,31.3,62.9,47.8,69.7,10.7,69.7
1135,1920,28,Busan,lose,4,19,16,21,13,69,28,69,40.6,2,14,14.3,7,14,50,49,14,7,2,14,3,4,23,1,7,8,24,35,10,2,211,101.2,109.5,-8.2,37.3,38.7,46.7,3.5,13.1,50,64.9,56.3,65.6,4.3,65.6
1136,1920,28,Ulsan,win,8,21,21,20,13,75,18,38,47.4,12,30,40,3,8,37.5,38,14,3,8,16,1,10,14,1,2,3,13,52,12,10,1991,109.5,101.2,8.2,52.9,52.4,46.7,1.4,14.7,35.1,50,43.7,65.6,12.3,65.6
1137,1920,29,Anyang,win,3,22,25,15,25,87,30,46,65.2,3,20,15,18,25,72,40,22,9,2,21,10,11,25,1,20,12,11,26,9,16,2277,110.1,103.7,6.4,52.3,56.5,66.7,2,20,27.3,81.6,56.3,78.5,12.5,78.5
1138,1920,29,Samsung,lose,7,19,14,28,23,84,17,35,48.6,11,30,36.7,17,25,68,31,17,7,2,19,6,12,15,0,13,17,9,20,8,2,13,103.7,110.1,-6.4,51.5,55.3,60.7,1.4,16.2,18.4,72.7,43.7,78.5,13.6,78.5
1139,1920,30,Daegu,lose,5,23,10,22,24,94,26,51,51,9,37,24.3,15,16,93.8,43,16,6,2,21,7,8,22,1,16,14,17,44,9,12,1517,105.6,110.1,-4.6,44.9,49.5,45.7,2,13.4,28,70.7,47.3,87.4,7.8,87.4
1140,1920,30,SK,win,1,13,19,25,22,100,29,55,52.7,9,27,33.3,15,20,75,48,23,6,3,19,6,12,25,1,13,12,14,39,9,10,1069,110.1,105.6,4.6,51.8,55.1,60.5,1.9,18.3,29.3,72,52.7,87.4,11.7,87.4
1141,1920,31,Suwon,lose,6,27,21,20,16,84,16,42,38.1,15,36,41.7,7,12,58.3,35,13,6,2,20,0,9,14,2,0,17,11,12,7,7,1474,110.1,114.9,-4.7,49.4,50.4,41.9,1.4,12.3,36.4,70.4,49.3,74.6,9.8,74.6
1142,1920,31,Wonju,win,2,26,18,25,20,89,27,49,55.1,8,15,53.3,11,17,64.7,36,22,7,4,15,5,14,23,0,10,8,14,37,6,5,572,114.9,110.1,4.7,60.9,62.3,62.9,1.6,20.5,29.6,63.6,50.7,74.6,16.4,74.6
1143,1920,32,Ulsan,win,8,12,17,17,16,62,18,44,40.9,3,20,15,17,18,94.4,46,14,3,2,13,4,11,11,0,7,10,13,52,15,7,787,85,78.1,6.9,35.2,43.1,66.7,1.3,14.4,26.3,78.3,54.8,70.5,13.3,70.5
1144,1920,32,Changwon,lose,9,13,16,10,18,57,18,50,36,5,23,21.7,6,9,66.7,38,11,9,5,22,3,6,17,0,6,15,12,12,9,8,1064,78.1,85,-6.9,34.9,37,47.8,1.8,11.7,21.7,73.7,45.2,70.5,7.2,70.5
1145,1920,33,Wonju,lose,2,27,15,26,27,95,24,39,61.5,10,21,47.6,17,21,81,32,23,8,3,21,4,16,21,1,7,12,11,26,10,11,492,128,135.9,-8,65,68.6,67.6,1.4,21.2,42.3,67.7,56.1,72.3,18.8,72.3
1146,1920,33,Goyang,win,10,19,33,20,28,100,18,40,45,15,24,62.5,19,24,79.2,25,22,11,0,20,3,9,13,0,8,19,10,40,10,11,1717,135.9,128,8,63.3,67.1,66.7,2.4,20.8,32.3,57.7,43.9,72.3,10.8,72.3
1147,1920,34,Anyang,lose,3,24,21,22,15,82,23,38,60.5,9,26,34.6,9,17,52.9,25,20,10,5,24,9,9,22,2,17,21,7,28,7,11,2019,111.6,109.5,2,57,57.4,62.5,2.2,19.9,22.6,58.1,40.3,73,11.2,73
